company,city,state,phone,website,linkedin,division,territory,region,salesRep,industry,confidence,reason,aiDecision,aiCompression,aiDivision,aiConfidence,pressureSignals,competitors,aiSummary,gmpLikely,fdaLikely
EnduroPacks,New York,NY,,https://enduropacks.com,https://linkedin.com/company/enduropacks,Both,Northeast,Domestic,Raffaele Romano,electrolyte tablets,100,Manufactures electrolyte replacement tablets,ENGAGE,medium,Both,80,high pressure; medium pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in electrolyte tablet manufacturing with manageable risks.,,
Ensign-Bickford Aerospace & Defense Company,Simsbury,CT,,https://www.ebad.com,https://linkedin.com/company/ensign-bickford-aerospace-and-defense,Both,Northeast,Domestic,Raffaele Romano,explosives propellant manufacturing,100,"Develops energetic solutions for aerospace, requiring sophisticated formulation and manufacturing equipment.",DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in the explosives propellant manufacturing sector.,,
Eos Energy Enterprises,Edison,NJ,,https://eose.com,https://linkedin.com/company/eos-energy-storage,Both,Northeast,Domestic,Raffaele Romano,battery cathode manufacturing,100,Specializes in zinc-based energy storage solutions,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in battery cathode manufacturing for zinc-based energy storage solutions.,,
Espoma Company,Millville,NJ,,https://espoma.com,https://linkedin.com/company/espoma,Both,Northeast,Domestic,Raffaele Romano,plant food tablets,100,Produces organic plant food tablets and fertilizers,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,Espoma Company has a medium opportunity for improving tablet compression in their organic plant food tablets.,,
Euclid Chemical,Cleveland,OH,,https://euclidchemical.com,https://linkedin.com/company/euclid-chemical,Both,Central,Domestic,David Nelson,concrete cleaner tablets,100,Offers a range of products for concrete including cleaning tablets,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for tablet compression in concrete cleaner tablets with potential risks to product quality.,,
Fagron Sterile Services,Wichita,KS,,https://fagronsterile.com,https://linkedin.com/company/fagron,Both,Central,Domestic,David Nelson,503a compounding pharmacy,100,Offers sterile compounding services that require precise formulation,EDUCATE,medium,Both,80,inconsistent tablet density; variability in formulation; potential for over-compression,Fette; Korsch,There is a medium opportunity for improving tablet compression processes in sterile compounding services.,,
Farasis Energy,Hayward,CA,,https://www.farasis.com,https://linkedin.com/company/farasis-energy-inc-,Both,West Coast,Domestic,Fernando Delgado,battery electrode manufacturing,100,"Develops advanced lithium-ion batteries, potentially requiring tablet press technology",ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,Farasis Energy presents a medium opportunity for tablet press technology in their advanced lithium-ion battery manufacturing.,,
Farnam Companies,Phoenix,AZ,,https://farnam.com,https://linkedin.com/company/farnam-companies-inc,Both,Rocky Mountain,Domestic,Eric Maughan,pet flea tick tablets,100,Farnam manufactures pet care products including flea and tick tablets.,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in pet flea and tick tablets.,,
Fertilome,Bonham,TX,,https://fertilome.com,https://linkedin.com/company/fertilome,Both,Central,Domestic,David Nelson,plant food tablets,100,Manufactures plant food and garden products,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Fertilome's plant food tablets.,,
Florikan ESA,Sarasota,FL,,https://florikan.com,https://linkedin.com/company/florikan,Both,Southeast,Domestic,Danny Ambrose,agricultural fertilizer tablets,100,Manufactures controlled-release fertilizers that could involve tablet or pellet technology.,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in controlled-release fertilizers with potential risks to consider.,,
Forge Nano,Thornton,CO,,https://forgenano.com,https://linkedin.com/company/forge-nano,Both,Rocky Mountain,Domestic,Eric Maughan,battery cathode manufacturing,100,"Develops materials for battery improvements, requiring both engineering and scientific solutions",ENGAGE,medium,Both,80,material consistency; process optimization; cost efficiency,Fette; Korsch,There is a medium opportunity for tablet compression in battery cathode manufacturing with a focus on engineering and scientific solutions.,,
FoxFarm Soil & Fertilizer,Arcata,CA,,https://foxfarm.com,https://linkedin.com/company/foxfarm-soil-&-fertilizer-company,Both,West Coast,Domestic,Fernando Delgado,plant food tablets,100,Creates plant food and fertilizer products,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for tablet compression in plant food tablets with potential risks to dosage consistency.,,
GE Additive,Cincinnati,OH,,https://ge.com/additive,https://linkedin.com/company/ge-additive,Both,Central,Domestic,David Nelson,3d printing feedstock manufacturing,100,"Part of GE, focusing on additive manufacturing and material development",DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in the context of GE Additive's focus on 3D printing feedstock manufacturing.,,
GOJO Industries,Akron,OH,,https://gojo.com,https://linkedin.com/company/gojo-industries,Both,Central,Domestic,David Nelson,drain cleaner tablets,100,Leader in skin and surface hygiene solutions,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in drain cleaner tablets with potential risks that need to be managed.,,
GROWMARK,Bloomington,IL,,https://growmark.com,https://linkedin.com/company/growmark,Both,Central,Domestic,David Nelson,fertilizer tablet manufacturing,100,"Provides agricultural products and services, including plant nutrients",MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in fertilizer tablet manufacturing.,,
GU Energy Labs,Berkeley,CA,,https://guenergy.com,https://linkedin.com/company/gu-energy-labs,Both,West Coast,Domestic,Fernando Delgado,electrolyte tablets,100,Offers electrolyte tablets and energy products,ENGAGE,medium,Both,85,high pressure; medium pressure,Fette; Korsch,There is a medium opportunity for tablet compression in electrolyte tablets with potential risks that need to be managed.,,
Garmon,Temecula,CA,,https://www.garmoncorp.com,https://linkedin.com/company/garmon-corp,Both,West Coast,Domestic,Fernando Delgado,pet probiotic supplements,100,"Specializes in pet supplements, likely requiring tablet press equipment",ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,"Garmon Corp. presents a medium opportunity for tablet compression in pet probiotic supplements, necessitating engagement for optimal equipment solutions.",,
Gencor Pacific,Anaheim,CA,,https://gencorpacific.com,https://linkedin.com/company/gencorpacific,Both,West Coast,Domestic,Fernando Delgado,ashwagandha tablets,100,Manufacturer and supplier of herbal extracts including ashwagandha,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in ashwagandha tablets with potential risks to monitor.,,
Glanbia Nutritionals,Twin Falls,ID,,https://www.glanbianutritionals.com,https://linkedin.com/company/glanbia-nutritionals,Both,Rocky Mountain,Domestic,Eric Maughan,melatonin tablet manufacturing,100,Supplier of nutritional and functional ingredients for tablets,MONITOR,medium,Both,80,high pressure during compression; inconsistent tablet density,Fette; Korsch,There is a medium opportunity for improving tablet compression in melatonin manufacturing with potential risks that need monitoring.,,
Glossier,New York,NY,,https://www.glossier.com,https://linkedin.com/company/glossier,Both,Northeast,Domestic,Raffaele Romano,cosmetics pressed powder,100,"Produces minimalist beauty products, including pressed powders",ENGAGE,medium,Both,85,low pressure; medium pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Glossier's pressed powder production.,,
Gowan Company,Yuma,AZ,,https://gowanco.com,https://linkedin.com/company/gowan-company,Both,Rocky Mountain,Domestic,Eric Maughan,agricultural fertilizer tablets,100,"Specializes in crop protection, possibly involving tablet or pellet products.",EDUCATE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,Gowan Company has a medium opportunity for tablet compression improvements in their agricultural fertilizer tablets.,,
Green Coast Pet,El Segundo,CA,,https://www.greencoastpet.com,https://linkedin.com/company/green-coast-pet,Both,West Coast,Domestic,Fernando Delgado,pet probiotic supplements,100,"Produces pet supplements, including chewables that might require tablet pressing",ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for tablet compression in producing chewable pet probiotic supplements.,,
Green Thumb Industries,Chicago,IL,,https://gtigrows.com,https://linkedin.com/company/green-thumb-industries-inc-,Both,Central,Domestic,David Nelson,cannabis tablet manufacturing,100,Engages in manufacturing of cannabis tablets,ENGAGE,medium,Both,80,low pressure; high pressure,Fette; Korsch,Green Thumb Industries has a medium opportunity for optimizing tablet compression in cannabis tablet manufacturing.,,
Gummi World,Tempe,AZ,,https://gummiworld.com,https://linkedin.com/company/gummi-world,Both,Rocky Mountain,Domestic,Eric Maughan,gummy vitamin alternatives,100,Specializes in gummy manufacturing and formulation,DEPRIORITIZE,none,None,70,,,"Gummi World focuses on gummy manufacturing, indicating no immediate tablet compression opportunities.",,
H&C Concrete,Cleveland,OH,,https://hcconcrete.com,https://linkedin.com/company/hc-concrete,Both,Central,Domestic,David Nelson,concrete cleaner tablets,100,Produces various concrete products including cleaning solutions,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for improving tablet compression in concrete cleaner tablets, with some risks to tablet integrity.",,
HORIBA Instruments,Irvine,CA,,https://horiba.com,https://linkedin.com/company/horiba,Both,West Coast,Domestic,Fernando Delgado,powder flow testing laboratory,100,Provides laboratory instruments for powder analysis,EDUCATE,medium,Both,75,low pressure signals; medium pressure signals,Fette; Korsch,There is a medium opportunity for improving tablet compression processes through better powder flow analysis.,,
HP,Palo Alto,CA,,https://hp.com,https://linkedin.com/company/hp,Both,West Coast,Domestic,Fernando Delgado,3d printing feedstock manufacturing,100,"Produces 3D printers and materials, potentially needing advanced tooling for manufacturing",MONITOR,none,None,70,,,HP Inc. is focused on 3D printing and does not currently present tablet compression opportunities.,,
Haldor Topsoe,Houston,TX,,https://topsoe.com,https://linkedin.com/company/haldor-topsoe,Both,Central,Domestic,David Nelson,catalyst pellet manufacturing,100,Focuses on catalysis and related technologies,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in catalyst pellet manufacturing.,,
Haviland Enterprises,Grand Rapids,MI,,https://havilandusa.com,https://linkedin.com/company/haviland-enterprises-inc-,Both,Central,Domestic,David Nelson,pool chlorine tablet manufacturing,100,Produces and supplies chemicals for pools and spas,MONITOR,medium,Engineering,80,low pressure; high pressure,Fette; Korsch,Haviland Enterprises has a medium opportunity for optimizing tablet compression in pool chlorine tablet manufacturing.,,
