Company,City,State,Phone,Website,LinkedIn,Natoli Fit,Territory,Sales Rep,Industry,Confidence,Reason,503A,503B,GMP Likely,FDA Likely,Industry Match,AI Decision,AI Compression,AI Division,AI Confidence,Pressure Signals,Competitors,AI Summary
"Nuclear Fuel Services, Inc.",Erwin,TN,-10306,https://nuclearfuelservices.com,,Engineering,Southeast,Danny Ambrose,nuclear fuel pellet manufacturing,85,"Processes nuclear fuel materials, likely involving pellet pressing.",,,,,Yes,ENGAGE,high,Engineering,85,high pressure required for pellet formation; pressure consistency during pressing,Fette; Korsch,There is a significant opportunity to enhance tablet compression processes in nuclear fuel pellet manufacturing.
Areva Inc.,Charlotte,NC,-3508,https://areva.com,https://linkedin.com/company/areva,Both,Southeast,Danny Ambrose,nuclear fuel pellet manufacturing,100,"Engages in nuclear fuel cycle and technology solutions, requiring tablet press equipment.",,,,,Yes,EDUCATE,medium,Engineering,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for tablet compression in nuclear fuel pellet manufacturing with potential risks that need to be addressed.
NextEra Energy Resources,Juno Beach,FL,-5254,https://nexteraenergyresources.com,https://linkedin.com/company/nextera-energy-resources,Scientific,Southeast,Danny Ambrose,nuclear fuel pellet manufacturing,90,"Involved in nuclear energy, requiring advances in fuel technology.",,,,,Yes,MONITOR,none,None,70,,,There are currently no tablet compression opportunities identified in the nuclear fuel pellet manufacturing sector.
Public Service Enterprise Group (PSEG),Newark,NJ,-8402,https://pseg.com,https://linkedin.com/company/pseg,Scientific,Northeast,Raffaele Romano,nuclear fuel pellet manufacturing,90,"Runs nuclear facilities, engaged in fuel cycle R&D.",,,,,Yes,MONITOR,medium,Both,75,low pressure; high pressure,none,PSEG has moderate opportunities in optimizing tablet compression for nuclear fuel pellets while managing associated risks.
Pacific Gas and Electric Company (PG&E),San Francisco,CA,-8387,https://pge.com,https://linkedin.com/company/pacific-gas-and-electric-company,Scientific,West Coast,Fernando Delgado,nuclear fuel pellet manufacturing,90,"Operates nuclear power plants, involved in fuel technology research.",,,,,Yes,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in nuclear fuel pellet manufacturing.
Xcel Energy,Minneapolis,MN,-6693,https://xcelenergy.com,https://linkedin.com/company/xcelenergy,Scientific,Central,David Nelson,nuclear fuel pellet manufacturing,90,"Operates nuclear facilities, potentially involved in pellet R&D.",,,,,Yes,MONITOR,medium,Both,75,low pressure; high pressure,None,Xcel Energy presents a medium opportunity for tablet compression in nuclear fuel pellet manufacturing with associated risks.
FirstEnergy Corp.,Akron,OH,-6198,https://firstenergycorp.com,https://linkedin.com/company/firstenergy-corp,Scientific,Central,David Nelson,nuclear fuel pellet manufacturing,90,"Operates nuclear plants, requiring advanced fuel technology.",,,,,Yes,MONITOR,medium,Engineering,75,high pressure; medium pressure,none,There is a medium opportunity for improving tablet compression in nuclear fuel pellet manufacturing with associated risks.
Dominion Energy,Richmond,VA,-5588,https://dominionenergy.com,https://linkedin.com/company/dominionenergy,Scientific,Northeast,Raffaele Romano,nuclear fuel pellet manufacturing,90,"Involved in nuclear power generation, potentially engaged in pellet R&D.",,,,,Yes,MONITOR,medium,Both,75,high pressure signals during compression cycles; inconsistent pressure readings,Fette; Korsch,There is a medium opportunity for improving tablet compression processes in nuclear fuel pellet manufacturing with associated risks that need monitoring.
Tennessee Valley Authority (TVA),Knoxville,TN,-3597,https://tva.com,https://linkedin.com/company/tennessee-valley-authority,Scientific,Southeast,Danny Ambrose,nuclear fuel pellet manufacturing,90,"Operates nuclear plants, possibly involved in fuel technology research.",,,,,Yes,MONITOR,medium,Both,75,high pressure; medium pressure,none,TVA presents a medium opportunity for tablet compression improvements in nuclear fuel pellet manufacturing.
Arizona Public Service (APS),Phoenix,AZ,-8143,https://aps.com,https://linkedin.com/company/arizona-public-service-aps,Scientific,Rocky Mountain,Eric Maughan,nuclear fuel pellet manufacturing,90,"Runs nuclear facilities, likely engaged in R&D for fuel cycles.",,,,,Yes,MONITOR,medium,Both,80,high pressure; medium pressure,none,There is a medium opportunity for tablet compression in nuclear fuel pellet manufacturing with associated risks that require careful monitoring.
W.R. Grace & Co.,Columbia,MD,-4940,https://grace.com,https://linkedin.com/company/wrgrace,Both,Northeast,Raffaele Romano,catalyst pellet manufacturing,100,Produces catalyst products and likely needs both manufacturing and formulation services,,,,,Yes,ENGAGE,medium,Both,80,inconsistent tablet density; high wear on tooling; increased cycle time,Fette; Korsch,W.R. Grace & Co. presents a medium opportunity for tablet compression improvements in catalyst pellet manufacturing.
Honeywell UOP,Des Plaines,IL,-3237,https://uop.honeywell.com,https://linkedin.com/company/honeywell,Both,Central,David Nelson,catalyst pellet manufacturing,100,"Provider of catalyst and adsorbent technologies, requiring both R&D and manufacturing capabilities",,,,,Yes,MONITOR,medium,Both,75,inconsistent tablet density; high wear on tooling; increased cycle time,Fette; Korsch,There is a medium opportunity for improving tablet compression processes in catalyst pellet manufacturing.
Zeochem LLC,Louisville,KY,-8735,https://zeochem.com,https://linkedin.com/company/zeochem,Both,Southeast,Danny Ambrose,catalyst pellet manufacturing,100,"Produces molecular sieves and catalysts, needing engineering and scientific services",,,,,Yes,ENGAGE,medium,Both,85,inconsistent tablet density; high wear on tooling; increased cycle time,Fette; Korsch,There is a medium opportunity for tablet compression improvements in catalyst pellet manufacturing at Zeochem LLC.
Axens North America,Princeton,NJ,-3177,https://axens.net,https://linkedin.com/company/axens,Both,Northeast,Raffaele Romano,catalyst pellet manufacturing,100,"Offers technologies for refining and petrochemical processes, including catalysts",,,,,Yes,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in catalyst pellet manufacturing.
Tricat Group,Baton Rouge,LA,-9999,https://tricatgroup.com,https://linkedin.com/company/tricat-industries,Both,Central,David Nelson,catalyst pellet manufacturing,100,Supplies catalysts and adsorbents for industrial applications,,,,,Yes,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in catalyst pellet manufacturing with potential risks to consider.
Sasol North America,Houston,TX,-8687,https://sasol.com,https://linkedin.com/company/sasol,Both,Central,David Nelson,catalyst pellet manufacturing,100,"Engaged in the production of various chemical products, including catalysts",,,,,Yes,MONITOR,medium,Both,75,low pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in catalyst pellet manufacturing at Sasol North America.
INEOS Olefins & Polymers USA,League City,TX,-7415,https://ineos.com,https://linkedin.com/company/ineos,Both,Central,David Nelson,catalyst pellet manufacturing,100,"Produces a range of chemical products, including catalysts",,,,,Yes,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression processes in catalyst pellet manufacturing.
Chevron Phillips Chemical Company,The Woodlands,TX,-5744,https://cpchem.com,https://linkedin.com/company/chevron-phillips-chemical-company,Both,Central,David Nelson,catalyst pellet manufacturing,100,Chemical company with catalyst production capabilities,,,,,Yes,MONITOR,medium,Both,75,inconsistent tablet density; high wear on tooling; increased energy consumption,Fette; Korsch,There are moderate opportunities for improving tablet compression processes in catalyst pellet manufacturing.
Advanced Refining Technologies,Baton Rouge,LA,-9560,https://artcatalysts.com,https://linkedin.com/company/art-catalysts,Both,Central,David Nelson,catalyst pellet manufacturing,100,Joint venture focusing on hydroprocessing catalysts,,,,,Yes,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in catalyst pellet manufacturing for hydroprocessing catalysts.
LyondellBasell Industries,Houston,TX,-8221,https://lyondellbasell.com,https://linkedin.com/company/lyondellbasell,Both,Central,David Nelson,catalyst pellet manufacturing,100,"Engages in chemical production, including catalysts",,,,,Yes,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for tablet compression in catalyst pellet manufacturing with associated risks that require monitoring.
Haldor Topsoe Inc.,Houston,TX,-6166,https://topsoe.com,https://linkedin.com/company/haldor-topsoe,Both,Central,David Nelson,catalyst pellet manufacturing,100,Focuses on catalysis and related technologies,,,,,Yes,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in catalyst pellet manufacturing.
Shell Catalysts & Technologies,Houston,TX,-7114,https://shell.com,https://linkedin.com/company/shell,Both,Central,David Nelson,catalyst pellet manufacturing,100,Provides catalyst solutions for various industries,,,,,Yes,MONITOR,medium,Engineering,75,low pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in catalyst pellet manufacturing with potential risks to consider.
Plug Power Inc.,Latham,NY,-8999,https://www.plugpower.com,https://linkedin.com/company/plug-power,Scientific,Northeast,Raffaele Romano,hydrogen storage materials,90,"They are involved in hydrogen solutions, which may include material formulation needs.",,,,,,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in hydrogen storage materials.
Hexagon Lincoln,Lincoln,NE,-5871,https://hexagonlincoln.com,https://linkedin.com/company/hexagon-lincoln,Scientific,Central,David Nelson,hydrogen storage materials,90,Manufactures high-pressure hydrogen storage tanks.,,,,,,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified in high-pressure hydrogen storage tank manufacturing.
Nel Hydrogen,Wallingford,CT,-9848,https://nelhydrogen.com,https://linkedin.com/company/nel-hydrogen,Scientific,Northeast,Raffaele Romano,hydrogen storage materials,90,Produces hydrogen generation and storage solutions.,,,,,,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in hydrogen storage solutions.
H2 Storage Solutions,Houston,TX,-5402,https://www.h2storage.com,https://linkedin.com/company/h2-storage-solutions,Scientific,Central,David Nelson,hydrogen storage materials,90,Focuses on developing hydrogen storage materials.,,,,,,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in hydrogen storage materials.
Hydrogenious LOHC Technologies,Long Beach,CA,-5251,https://hydrogenious.net,https://linkedin.com/company/hydrogenious-lohc-technologies,Scientific,West Coast,Fernando Delgado,hydrogen storage materials,90,Utilizes Liquid Organic Hydrogen Carriers (LOHC) for storage.,,,,,,DEPRIORITIZE,none,None,70,,,"Hydrogenious LOHC Technologies focuses on hydrogen storage materials, which does not present immediate tablet compression opportunities."
Tritium Pty Ltd.,Torrance,CA,-4999,https://tritiumcharging.com,https://linkedin.com/company/tritium,Scientific,West Coast,Fernando Delgado,hydrogen storage materials,90,Provides hydrogen storage solutions for fuel cell applications.,,,,,,DEPRIORITIZE,none,None,70,,,Tritium Pty Ltd. does not present tablet compression opportunities as their focus is on hydrogen storage solutions.
SunHydrogen,Santa Barbara,CA,-8260,https://www.sunhydrogen.com,https://linkedin.com/company/sunhydrogen,Scientific,West Coast,Fernando Delgado,hydrogen storage materials,90,Develops technologies for hydrogen production and storage.,,,,,,DEPRIORITIZE,none,None,70,,,"SunHydrogen focuses on hydrogen production and storage technologies, which do not present tablet compression opportunities."
Linde Plc,Danbury,CT,-3039,https://www.linde.com,https://linkedin.com/company/linde,Scientific,Northeast,Raffaele Romano,hydrogen storage materials,90,Offers hydrogen storage and supply solutions.,,,,,,DEPRIORITIZE,none,None,70,,,Linde Plc's focus on hydrogen storage materials does not present immediate tablet compression opportunities.
Hydrogenics USA Inc.,Rochester,NY,-9643,https://www.hydrogenics.com,https://linkedin.com/company/hydrogenics,Scientific,Northeast,Raffaele Romano,hydrogen storage materials,90,Develops hydrogen fuel cell and storage technologies.,,,,,,DEPRIORITIZE,none,None,70,,,No relevant tablet compression opportunities identified in hydrogen storage technologies.
